,desc
1738,"- BrÃ¼nig Park, Walchistrasse 30,  -""http://www.bruenigpark.ch/"", kontakt@bruenigpark.ch, +41-41-679-77-99
- 2x Steckdose Typ2 (16A, 3-ph) / Freier Zugang / Stromkosten: kostenlos fÃ¼r GÃ¤ste / Standort: der Beschilderung zum BrÃ¼nig Park folgen / Parken"
1883,"- ElektrizitÃ¤tswerk Obwalden, Bahnhof,  -""http://www.ewo.ch"",  info@ewo.ch, +41-41-666-51-00
- 2x Steckdose Typ2 (16A, 3-ph) / Freier Zugang / Stromkosten: kostenlos / Parken: CHF 8.00 / Tag
Eintrag/Korrektur: 27-Jun-2017
Aktiv gemeldet am: 08-MÃ¤r-2016"
1884,"- Wirtschaft zum Schweizerhaus, Schweizerhausstrasse 41,  -""http://www.schweizerhaus.ch"", +41416371280
- 3x Kabel mit Fahrzeugkupplung Typ2 (20A, 3-ph) / Freier Zugang
- Hinweis: Ladestation mit folgenden AnschlÃ¼ssen: 2 Typ2 Tesla Destination Charging u"
1885,"- Sporthotel EienwÃ¤ldli, Wasserfallstrasse 108,  -""http://www.eienwaeldli.ch "", info@eienwaeldli.ch, +41-41-637-19-49
- 1x Steckdose Typ2 (16A, 3-ph) / Zugang: Siehe Hinweis / offen: Ãffnungszeiten RÃ©ception: 08.00 â 12.00 Uhr und 13.00 â 21.00 Uh"
1886,"- Spannort Hotel & Restaurant, Dorfstrasse 28,  -""http://www.spannort.ch"", +41-41-639-60-20
- 1x Steckdose Typ2 (16A, 3-ph) / Zugang: SchaltschrankschlÃ¼ssel / Stromkosten: Kostenlos fÃ¼r GÃ¤ste, Reservation erwÃ¼nscht / Parken: Kostenlos
- Essen: Hotel"
1887,"- Hotel Edelweiss, Terracestrasse 10,  -""http://www.edelweissengelberg.ch"", kuhn@edelweissengelberg.ch, +41-41-639-78-78
- 1x Steckdose Typ2 (16A, 3-ph), 1x Steckdose CEE rot 400V/16A (16A, 3-ph) / Freier Zugang / Stromkosten:  kostenlos fÃ¼r Kunden und"
1888,"- Hotel Waldegg, Manolito Birrer, Schwandstrasse 91,  -""http://www.waldegg-engelberg.ch"", m.birrer@waldegg-engelberg.ch, +41-41-639-69-00
- 1x Steckdose Typ2 (16A, 3-ph), 4x Steckdose CH Typ 13 (8A), Alle AnschlÃ¼sse kÃ¶nnen voll belastet werden / Freier"
1889,"- Bergbahnen Engelberg, Rohrstrasse 13,  -""http://www.titlis.ch"",  +41-4- 639-50-50
- 6x Steckdose Typ2 (16A, 3-ph) / Freier Zugang / Stromkosten: kostenlos / Parken: CHF 5.- pro Tag
Eintrag/Korrektur: 28-MÃ¤r-2019
Aktiv gemeldet am: 28-Sep-2020"
4,"- swisscharge.ch AG, Route de l&#39;Ancienne Ferme 2
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 17-Sep-2020"
384,"- Groupe E, Rue prÃ©s des comtes 
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
385,"- EV-Box B.V., Avenue de la Gare 7
- 4x Steckdose Typ2 (16A, 3-ph) / Zugang: NewMotion RFID, PlugSurfing RFID/APP, SMATRICS RFID
Eintrag/Korrektur: 17-Sep-2020"
386,"- Patinoire de la GlÃ¢ne, Route de Massonnens
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 07-Jul-2017"
387,"- Groupe E, Garage Elite SÃ rl, route de Bocheferra 9, http://www.garage-elite.autoweb.ch,  +41 26 652 2125
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: SMS sonstige, RFID Lokal, MOVE RFID
Eintrag/Korrektur: 02-MÃ¤r-2014"
388,"- Lucien Balmer, Route de Villarimboud 59, B@lmer.ch, +41-79-507-88-16
- 1x Steckdose Typ2 (16A, 3-ph) / Zugang: Siehe Hinweis / ZeitbeschrÃ¤nkung: 08:00 bis 17:00 / Stromkosten: CHF 2.- pro 30 Minuten / Parken: Kostenlos
- Hinweis: Ladestation HAGER HEV"
389,"- Groupe E, Move-Ladestation, Le Vivier SA, Zone Industriel du Vivier 16, +41-26-6537200
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: SMS sonstige, MOVE RFID
Eintrag/Korrektur: 18-Jan-2016"
472,"- ALDI, Route de l&#39;industrie 7
- 2x Kabel mit Fahrzeugkupplung Typ2 (16A, 1-ph), 2x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP / Standort: Place de droite
Eintrag/Korrektur: 29-Sep-2017
Aktiv gemeldet am: 26-Sep-2017"
5,"- swisscharge.ch AG, Seestrasse 1
- 1x Kabel mit Stecker - CCS Typ2 (135.2kW), 1x Kabel mit Stecker - CHAdeMO (135.2kW), 1x Steckdose Typ2 (63A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/sw"
28,"- swisscharge.ch AG, Seestrasse 155
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 27-Nov-2020"
2490,"- Schweizerische Epilepsie-Stiftung, Bleulerstrasse 60,  -""https://www.swissepi.ch/epi-portal/areal-und-park.html""
- 4x Steckdose CH Typ 13 (10A) / Freier Zugang / Standort: Im Velo-Unterstand
- Essen:  -""https://www.swissepi.ch/epi-portal/seminar-und-re"
2544,"- Felix Niedermann, Trichtenhauserstr. 2, felix.niedermann@hin.ch, 044 391 77 70
- 1x Kabel mit Stecker - Typ1 (16A) / Bitte Anmeldung auf 044 391 77 70, Montag-Freitag 07:30-12:00, 14:00-17:30 Uhr / ZeitbeschrÃ¤nkung: wÃ¤hrend Ladevorgang; nachtsÃ¼ber 1"
2545,"- Rudolf StÃ¶ckli, KÃ¼snachterstr. 37 (Sonnenhofstr.), 044 918 08 70
- 1x Steckdose CH Typ 13 (10A) / Stromkosten: gratis / Standort: bei Haustreppe, 2 m nach Briefkasten
Eintrag/Korrektur: 05-MÃ¤r-2002"
2546,"- Robin  Hoefler , TobelmÃ¼listrasse 30 , rhoefler@teslamotors.com, +41-79-209-6560 , +41-79-403-3358
- 1x Steckdose CEE rot 400V/16A (16A, 3-ph) / Anmeldung ist erwÃ¼nscht unter +41-79-209-6560 oder +41-79-403-3358 / Stromkosten: kostenlos
Eintrag/Korre"
2547,"- Gemeinde Zumikon, Dorfplatz, tiefbau@zumikon.ch
- 1x Steckdose Typ2 (16A, 3-ph), 1x Steckdose CH Typ 13 (10A) / Freier Zugang / offen: Ãffnungszeiten der Tiefgarage / Stromkosten: gratis / Standort: bei Ein-/Ausfahrt; siehe Infotafel im Erdgeschoss; P"
2877,"- DÃ©esse AG, Industriestr. 10, www.deesse.com, info@deesse.ch, 044 929 65 65
- 1x Steckdose CEE rot 400V/32A (32A, 3-ph), Sicherung von aussen zugÃ¤nglich / fÃ¼r Ladezeiten innerhalb der GeschÃ¤ftszeiten bitte telefonisch anmelden / Stromkosten: kostenl"
2878,"- Green Motion SA, Esslingerstrasse 39
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 27-Nov-2020"
2879,"- Energie 360Â° AG, Gottlieb Hinterer Weg,  -""https://www.energie360.ch/de/beratung-loesungen/mobilitaet/elektromobilitaet/"", +41-43-317-24-75
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: beliebige RFID Karte, adhoc per QR Code und Web App / Standort: Arbei"
2897,"- Alpiq E-Mobility AG, Gewerbestrasse 2
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app
Eintrag/Korrektur: 05-Feb-2020"
2898,"- Danny Harzbecker, LÃ¤chlerstr. 35b, danny.harzbecker@gmx.ch
- 1x Steckdose CH Typ 13 (10A) / Anmeldung per Mail erwÃ¼nscht / Standort: zur Zeit noch keine Aussensteckdose; der Anschluss ist in der Garage
Eintrag/Korrektur: 23-MÃ¤r-2009"
2899,"- Peter  MÃ¤rki , Zelglistrasse 49, lemnet.peter@ergoinfo.ch, +41 44 7902290
- 1x Steckdose CH Typ 13 (10A), 10A alle zusammen, Sicherung im Haus, nicht zugÃ¤nglich / Freier Zugang / Standort: Zufahrt Ã¼ber Zelglistrasse, bei Rutschbahn. Ebikes dÃ¼rfen w"
2924,"- Alpiq E-Mobility AG, Hotel Sonne, Seestrasse 120,  -""https://sonne.ch/de/"", home@sonne.ch, +41 44 914 18 18
- 1x Kabel mit Stecker - CCS Typ2 (20kW), 1x Kabel mit Stecker - CHAdeMO (20kW), 1x Steckdose Typ2 (32A, 3-ph) / Zugang: easy4you app / Standort"
2925,"- Alpiq E-Mobility AG, Freihofstrasse 30
- 1x Kabel mit Stecker - CCS Typ2 (20kW), 1x Kabel mit Stecker - CHAdeMO (20kW), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: Intercharge, easy4you app / Standort: Auf dem Parkplatz des Werkhofs.
Eintr"
2926,"- LEC Leutenegger Energy Control, Stephan Leutenegger, Werkstr. 3, www.lec.ch, info@lec.ch, 044 910 12 00
- 1x Steckdose CH Typ 13 (10A) / Stromkosten: gratis / Standort: 200 m oberhalb des Bahnhofs in der NÃ¤he des Dorfplatzes; Steckdose rechts hinten a"
2927,"- Mobimo, Seestrasse 59,  -""https://www.mobimo.ch/de"", +41 44 397 11 11
- 2x Steckdose Typ2 (16A, 3-ph) / Standort: Privatareal!  Besucherparkplatz der Firma Mobimo.  Nur fÃ¼r Besucher.
- Hinweis: <b><font color=red>Privatareal!  Nur fÃ¼r Besucher!</font"
2928,"- Alpiq E-Mobility AG, Rotfluhstrasse 98
- 1x Kabel mit Stecker - CCS Typ2 (20kW), 1x Kabel mit Stecker - CHAdeMO (20kW), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: easy4you app
- Hinweis: <b>Import from provider, data not yet reviewed.</b>"
2929,"- FrÃ¶hlich Info AG, Dachslerenstr. 3,  -""http://www.froehlich.ch/solar"", emobil@froehlich.ch, +41-44-396-40-11
- 1x Steckdose CEE rot 400V/16A (16A, 3-ph), 1x Steckdose CH Typ 13 (10A), Sicherung nicht von aussen zugÃ¤nglich / Voranmeldung notwendig / S"
2930,"- Gemeinde Herrliberg, Forchstrasse 9, energie@herrliberg.ch, +41-44-915-91-63
- 1x Kabel mit Stecker - CCS Typ2 (150kW), 1x Kabel mit Stecker - CHAdeMO (60kW), 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph) / Zugang: EC/Ma"
2931,"- Gemeinde Meilen, Bahnhofstrasse,  -""http://www.meilen.ch/"", +41-44 925 94 22 
- 1x Steckdose Typ2 (32A, 3-ph), Sicherungen sind zugÃ¤nglich / Zugang: SMS sonstige, RFID Lokal / Stromkosten: Kostenlos / Standort: Parkhaus Dorfplatz mit zwei Ã¶ffentliche"
2932,"- Energie 360Â° AG, Dorfstrasse 16,  -""https://www.energie360.ch/de/"", lade-service@energie360.ch, +41 848 848 088
- 2x Steckdose Typ2 (16A, 3-ph) / Zugang: Kreditkarte, NewMotion APP, PlugSurfing RFID/APP, virta/swisscharge app / Standort: Die LadeplÃ¤t"
2933,"- Green Motion SA, Boldernstrasse Hotel Boldern 83
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 05-Feb-2020"
2934,"- EV-Box B.V., Gerbestrasse 5
- 1x Steckdose Typ2 (16A, 3-ph) / Zugang: NewMotion RFID, PlugSurfing RFID/APP, SMATRICS RFID
Eintrag/Korrektur: 27-Nov-2020"
2935,"- Garage Illert AG, Seestrasse 47
- 1x Kabel mit Stecker - Typ1 (32A)
Eintrag/Korrektur: 13-Mai-2016"
2936,"- Rosticceria Strozzi, Emil-Staub Strasse 2, +41-43-539-51-10
- 1x Steckdose Typ2 (16A, 3-ph) / Zugang: Siehe Hinweis, RFID Lokal / Stromkosten: gebÃ¼hrenpflichtig / Parken: kostenlos
- Hinweis: EV-Box Ladestation mway; Karte erhÃ¤ltlich im Restaurant ge"
2937,"- swisscharge.ch AG, Bergstrasse 4
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 05-Feb-2020"
2938,"- Restaurant Strandbad Sonnenfeld, ZiegelhÃ¼ttenweg 1, www.restaurant-eichwies.ch/sonnenfeld, 044 920 53 43
- 1x Steckdose CH Typ 13 (10A) / offen: 1. Mai bis 30. Sept. / beim Personal fragen / Stromkosten: gratis bei Konsumation
- Interessant: baden im"
2939,"- energy4drive, Seestrasse 60,  -""https://www.energy4drive.ch"", +41-43-928-10-55
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: Intercharge / Stromkosten: CHF 0.40 / h / Parken: Kostenpflichtig (Mo-Fr: 07.00 - 19.00)
- Essen: Diverse Restaurants und LÃ¤den im"
2940,"- ElektrizitÃ¤tswerke des Kantons ZÃ¼rich , LaubisrÃ¼tistrasse 68
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 07-Aug-2019"
6,"- swisscharge.ch AG, Route de PrÃ©lan 1
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 12-Dez-2020"
12,"- swisscharge.ch AG, Chemin de la Source 3
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 12-Dez-2020"
51,"- swisscharge.ch AG, Centre Villeneuve, Zone Industrielle D107
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 26-Aug-2020"
462,"- Green Motion SA, Chemin du PrÃ©-Neuf
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 26-Aug-2020"
463,"- Romande Energie, Rte d&#39;Evian 39
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal
Eintrag/Korrektur: 27-Aug-2018"
464,"- Green Motion SA, Route du Simplon 35
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Steckdose Typ2 (32A, 3-ph) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 26-Aug-2020"
465,"- Commune de Villeneuve, Rue du Quai 11
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal
Eintrag/Korrektur: 19-Aug-2017"
466,"- Groupe E, Route des Deux ChÃªnes  11 
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
467,"- Green Motion SA, Route du Vieux SÃ©quoia 20
- 1x Steckdose Typ2 (16A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 26-Aug-2020"
468,"- Green Motion SA, La CitÃ© 27
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 12-Dez-2020"
469,"- Groupe E, Chemin des Artisans 5 
- 2x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 28-Mai-2020"
470,"- Green Motion SA, Place Alphonse Mex
- 1x Steckdose Typ2 (16A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 12-Dez-2020"
471,"- Green Motion SA, Chemin Novassalles 1
- 1x Steckdose Typ2 (16A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 12-Dez-2020"
473,"- Green Motion SA, Chemin sous le Grand PrÃ© 4
- 6x Steckdose Typ2 (32A, 3-ph), 6x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 12-Dez-2020"
474,"- Garage Tamoil, route du Pillon
- 1x Steckdose CH Typ 13 (10A) / s'adresser au personnel / Stromkosten: gratuit / Standort: prÃ¨s du garage; 10 m de cÃ¢ble nÃ©cessaire / Parken: gratuit
Eintrag/Korrektur: 17-MÃ¤r-2000"
475,"- Commune d'Ormont Dessus, Route du Col de la Croix 6
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A) / Zugang: RFID Lokal, evpass RFID/APP / Standort: Feuerwehr
- Hinweis: RFID-Karte fÃ¼r CHF 5.00 im Rathaus der Gemei"
476,"- Maison des CongrÃ¨s, Chemin des Grandes Isles 
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 19-Jun-2018"
477,"- Parking sous le kiosque, Place HÃ´tel de Ville
- 2x Kabel mit Fahrzeugkupplung Typ2 (16A, 3-ph), 2x Kabel mit Stecker - Typ1 (16A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 07-Jan-2018"
486,"- Forces Motrices de l'AvanÃ§on SA, Avenue de la Gare 19,  -""http://www.fma-sa.ch/site/fr/"", ++41 24 463 00 00
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (16A) / Freier Zugang / Standort: Parking visiteur FMA
Eintrag/Ko"
487,"- Parking Barboleuse, Place de Barboleuse
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 14-Dez-2017"
488,"- Parking du Centenaire, Place de la Gare 
- 2x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: SMS sonstige, RFID Lokal
Eintrag/Korrektur: 08-MÃ¤r-2018"
7,"- swisscharge.ch AG, GÃ¼terstrasse 72
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 11-Jul-2020"
16,"- swisscharge.ch AG, Wattwerkstrasse 2
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 11-Jul-2020"
22,"- swisscharge.ch AG, Benzburweg 18
- 12x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 11-Jul-2020"
30,"- swisscharge.ch AG, GrÃ¼ssenhÃ¶lzliweg 6
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 11-Jul-2020"
41,"- swisscharge.ch AG, Uferstrasse 10
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 11-Jul-2020"
58,"- swisscharge.ch AG, Ostenbergstrasse
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: NewMotion APP, PlugSurfing RFID/APP, E.ON, eins E-Mobil RFID/App, MAINGAU Autostrom, virta/swisscharge app
Eintrag/Korrektur: 11-Jul-2020"
1226,"- TRITEC AG , Hohenrainstrasse 10,  -""http://www.tritec.ch"", basel@tritec.ch, +41 61 533 75 20
- 1x Steckdose Typ2 (32A, 3-ph), 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph) / Zugang: Siehe Hinweis, Kreditkarte, SMS sonstige, LadesÃ¤ule anrufen, NewMoti"
1227,"- EBL (Genossenschaft Elektra Baselland), Hardstrasse 55,  -""http://www.ebl-mobility.ch"", +41-800-325-000  
- 1x Kabel mit Stecker - CCS Typ2 (50kW), 1x Kabel mit Stecker - CHAdeMO (50kW), 1x Kabel mit Fahrzeugkupplung Typ2 (63A, 3-ph) / Zugang: Siehe Hi"
1228,"- Energiedienst Holding AG, Hohenrainstrasse 10
- 2x Steckdose Typ2 (32A, 3-ph) / Zugang: adhoc per QR Code und Web App, NFC Kreditkarte
Eintrag/Korrektur: 01-Jun-2021"
1229,"- IKEA AG, GrÃ¼ssenweg 21,  -""http://www.ikea.ch""
- 8x Steckdose Typ2 (32A, 3-ph) / Freier Zugang / offen: GeschÃ¤ftszeiten (siehe www.ikea.ch) / Stromkosten: kostenlos / Standort: Je 4 Typ 2 (22kW) AnschlÃ¼sse im Ausgangsbereich von UG1 und UG2. Achtung"
1230,"- Mediamarkt / Pfister, Rochacherweg 5 (im GrÃ¼ssen-Quartier)
- 1x Steckdose CEE blau 230V/16A (16A) / offen: GeschÃ¤ftszeiten: Mo-Fr 10-20 Uhr, Sa 9-18 Uhr / Stromkosten: gratis / Standort: reservierter Parkplatz in der Einstellhalle, P2 Westseite, erre"
1231,"- Tesla Europe, Hardstrasse 57
- 4x Tesla SuperCharger (120kW) / Zugang: Tesla
Eintrag/Korrektur: 26-Mai-2016
Aktiv gemeldet am: 15-MÃ¤r-2016"
1232,"- Christian Bernoulli, Mayenfelserstr. 48, 061 821 99 40
- 1x Steckdose CH Typ 13 (10A) / Stromkosten: gratis / Standort: Konsole gegenÃ¼ber der HaustÃ¼re
- Interessant: Dorfkern, Schloss, Dorfmuseum
Eintrag/Korrektur: 17-MÃ¤r-2000"
1233,"- Green Motion SA, GrÃ¼ssenhÃ¶lzliweg 11
- 2x Steckdose Typ2 (32A, 3-ph), 2x Kabel mit Stecker - Typ1 (32A) / Zugang: evpass RFID/APP
Eintrag/Korrektur: 11-Jul-2020"
1284,"- Elektro Naegelin AG, GÃ¼terstrasse 10
- 1x Kabel mit Fahrzeugkupplung Typ2 (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A), 1x Steckdose CH Typ 23 (16A) / Zugang: RFID Lokal
Eintrag/Korrektur: 09-Apr-2017"
1285,"- Marianne Widmer, Oberfeldweg 7, 061 901 27 73
- 1x Steckdose CH Typ 13 (10A), FI / Stromkosten: nach Ermessen / Standort: vom Bahnhof Frenkendorf-FÃ¼llinsdorf in Richtung Liestal; dritte Strasse links (Oberfeldweg); Haus mit HÃ¼hnerhaus im Vorgarten; S"
1286,"- GARAGE KEIGEL - Keigel AG - Nissan/Jeep , Urs Keigel, RheinstraÃe 69 , http://www.garage-keigel.ch/, info@garagekeigel.ch, +41-61-906-9166 
- 1x Steckdose Typ2 (25A, 3-ph) / Freier Zugang / Stromkosten: kostenlos / Standort: Keba Box mit Typ2 hinter d"
1287,"- BMW, Lausenerstrasse 11
- 1x Steckdose Typ2 (32A, 3-ph)
Eintrag/Korrektur: 05-Feb-2020"
1288,"- EBL Elektra Baselland, Energieberatung, MÃ¼hlemattstr. 4,  -""https://www.ebl.ch"", beratung@ebl.bl.ch, +41-61-926-11-11
- 1x Steckdose CH Typ 25 (16A, 3-ph), 4x Steckdose CH Typ 13 (10A), FI / Freier Zugang / ZeitbeschrÃ¤nkung: 3 h / Stromkosten: Kosten"
1289,"- Sport- und Volksbad Gitterli AG, MilitÃ¤rstrasse 14,  -""http://www.gitterlibad.ch"", info@gitterlibad.ch, +41-61-921-33-23
- 2x Steckdose Typ2 (16A, 3-ph) / Freier Zugang / offen: Mo-Fr: 5.00 - 22.00; Sa+So: 7.00 - 21.00 / Stromkosten: Kostenlos wÃ¤hren"
1290,"- EBL (Genossenschaft Elektra Baselland), Bienentalstrasse,  -""https://www.ebl-mobility.ch""
- 2x Steckdose Typ2 (32A, 3-ph) / Freier Zugang / ZeitbeschrÃ¤nkung: Auf 4 h wÃ¤hrend dem Ladevorgang begrenzt  / Stromkosten: Kostenlos / Parken: Kostenlos
- Ess"
1291,"- Basellandschaftliche Kantonalbank, Soodweg,  -""http://www.blkb.ch""
- 1x Kabel mit Fahrzeugstecker Typ2 (Gen1) (32A, 3-ph), 1x Kabel mit Stecker - Typ1 (32A), 1x Steckdose CH Typ 23 (16A), FI Schutzschalter an der Ladestation / Freier Zugang / Zeitbesch"
1292,"- EBL (Genossenschaft Elektra Baselland), MÃ¼hlemattestrasse 6, info@ebl.bl.ch, +41-800-325-000
- 2x Steckdose Typ2 (32A, 3-ph), 1x Steckdose CH Typ 23 (16A) / Freier Zugang / ZeitbeschrÃ¤nkung: Ladezeit / Stromkosten: Kostenlos / Standort: Orange LadesÃ"
1293,"- GARAGE KEIGEL - Keigel AG - Renault/Dacia , Rheinstrasse 32,  -""http://www.garage-keigel.ch/"", info@garagekeigel.ch, +41-61-906-9166 
- 1x Kabel mit Stecker - CHAdeMO (20kW), 1x Steckdose Typ2 (32A, 3-ph), 1x Steckdose CH Typ 23 (16A) / Freier Zugang /"
1294,"- TCS-Sektion beider Basel, Uferstr. 10, www.tcs.ch, sektionbsbl@tcs.ch, 061 906 66 66
- 1x Steckdose CH Typ 13 (10A) / Stromkosten: siehe MÃ¼nzautomat / Standort: von der Rheinstrasse bei der Lichtsignalanlage beim McDonalds in Richtung Osten (300 m); w"
1295,"- Wolfgang Zumsteg, MÃ¼hlemattstr. 56, 061 901 33 24
- 1x Steckdose CH Typ 15 (10A, 3-ph), 1x Steckdose CH Typ 13 (10A) / Stromkosten: gratis / Standort: Konsole beim Parkplatz
- Interessant: Solaranlage 2 kW
Eintrag/Korrektur: 17-MÃ¤r-2000
Aktiv gemelde"
1296,"- Blitz Garage, Hauptstrasse 59
- 1x Kabel mit Stecker - Typ1 (16A) / Zugang: Siehe Hinweis
- Hinweis: only for visitors
Eintrag/Korrektur: 04-Feb-2016"
1297,"- EBL (Genossenschaft Elektra Baselland), Gammontstrasse 1,  -""http://www.ebl-mobility.ch"", info@ebl.ch,  +41-800-325-000
- 1x Steckdose Typ2 (32A, 3-ph) / Freier Zugang / ZeitbeschrÃ¤nkung: 4 Stunden / Stromkosten: Kostenlos wÃ¤hrend dem Ladevorgang (ma"
1298,"- Groupe E, Weidmatttstrasse 49
- 1x Steckdose Typ2 (32A, 3-ph) / Zugang: MOVE RFID
Eintrag/Korrektur: 11-Jul-2020"
1299,"- Elektro Handschin AG, Mattenweg 1
- 1x Kabel mit Fahrzeugkupplung Typ2 (16A, 3-ph), 1x Kabel mit Stecker - Typ1 (16A), 1x Steckdose CH Typ 23 (16A) / Zugang: RFID Lokal
Eintrag/Korrektur: 09-Apr-2017"
